🕘️更新时间,#genre#
SPACE SHOWER,http://vthanh.utako.moe/spaceshower/index.m3u8
TBS频道1,http://vthanh.utako.moe/tbsch1/index.m3u8
TBS频道2,http://vthanh.utako.moe/tbsch2/index.m3u8
TV Asahi,http://vthanh.utako.moe/TV_Asahi/index.m3u8
KBS,http://vthanh.utako.moe/kbs/index.m3u8
BS10,http://vthanh.utako.moe/bs10/index.m3u8
Kansai TV,http://vthanh.utako.moe/kansaitv/index.m3u8

央视频道,#genre#
CCTV-1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
CCTV-1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV-1,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
CCTV-1,http://112.123.206.32:808/hls/1/index.m3u8
CCTV-1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
CCTV-2,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225588
CCTV-2,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
CCTV-2,http://112.123.206.32:808/hls/2/index.m3u8
CCTV-2,http://39.164.160.249:9901/tsfile/live/0002_1.m3u8
CCTV-2,http://60.29.124.66:6080/hls/13/index.m3u8
CCTV-2,http://36.105.100.208:35455/gaoma/cctv2.m3u8
CCTV-2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8
CCTV-3,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226021
CCTV-3,https://smart.pendy.dpdns.org/Smart.php?id=cctv3
CCTV-3,http://58.17.48.228:808/hls/3/index.m3u8
CCTV-3,http://gmxw.7766.org:808/hls/91/index.m3u8
CCTV-3,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8
CCTV-3,http://36.105.100.208:35455/gaoma/cctv3.m3u8
CCTV-4,https://www.freetv.top/migu/631780421.m3u8?migutoken=fefc6a44400a0dd448699ae0ce3d6e2c5a0f49b8d48adb36e747c4fbab039337eb3244f9951acbddaf26b7bf51597a7d1b43c8845e67fd5914ece875dcad325bb388200bc0f12fdff727d03e2d
CCTV-4,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226428
CCTV-4,https://smart.pendy.dpdns.org/Smart.php?id=cctv4
CCTV-4,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV-4,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8
CCTV-4,http://60.29.124.66:6080/hls/15/index.m3u8
CCTV-4,http://1b6467f415.iok.la:9931/tsfile/live/1023_1.m3u8
CCTV-4,http://120.76.248.139/live/bfgd/4200000063.m3u8
CCTV-5,https://www.freetv.top/migu/641886683.m3u8?migutoken=3e5c01f93922de8d1c940fe15bb47349b27e8f7a2e624dde1a83dff3b2a80f58b7624151a3a4d00488edee34f202818557340903382fae02bb754084eb942bd50e59061df36fab62fb5b908903
CCTV-5,https://www.freetv.top/migu/641886683.m3u8?migutoken=e81b62c9a59cfc35924052cd6081bd5635e726604b5e1a12a9ebf352c74951d3d9d3e6c6c1bfed528a9287e0b6c873ef6bc6c1d7651f14bc1687a58a136bb5a647b6bebed7cd999f07302554e2
CCTV-5,https://www.freetv.top/migu/641886683.m3u8?migutoken=b9a1e6cdadb5b8fc55cd05842ff680e9431a4d403454162995bd1139d26f292521c72615e8117abc8d74479b46c5736b1db94eab7f190d661693f5f67f407d9aa7785ca59ef24515a844393c4e
CCTV-5,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226019
CCTV-5,https://smart.pendy.dpdns.org/Smart.php?id=cctv5
CCTV-5,https://ldcctvwbcdks.v.kcdnvip.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?b=200-2100
CCTV-5,https://ldcctvwbcdks.v.kcdnvip.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?BR=td&region=shanghai
CCTV-5,http://omnix.cn:4000/udp/225.1.8.89:8000
CCTV-5,http://58.17.48.228:808/hls/5/index.m3u8
CCTV-5,http://60.29.124.66:6080/hls/16/index.m3u8
CCTV-5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=03a1b82e35e58cd89a95034ecb29e77e50493397000ec2b1e4d1ce59af01e6420d6dbc068c8230ec03be3a35a20eed8714e0959e3570a08713a7a2e8d86085eabf8f1aa85744c80c38343988b2
CCTV-5+,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225603
CCTV-5+,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus
CCTV-5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8
CCTV-5+,http://templaralone.asuscomm.com:35455/mgtv/641886773.m3u8
CCTV-5+,http://58.57.40.22:9901/tsfile/live/1005_1.m3u8
CCTV-5+,http://36.105.100.208:35455/gaoma/cctv5p.m3u8
CCTV-5+,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV-6,http://www.freetv.top/migu/624878396.m3u8?migutoken=3adcad950884d4ecc6c6967edee9c162189a1e09480eb5c29b369864aeedaed43c3f951d7eb6c32d86baac49792aacb3264b8f074e746477064fd7b1f172f00a9d84373825617d4366e8c54f0c
CCTV-6,https://www.freetv.top/migu/624878396.m3u8?migutoken=ee6c3d925888b2938ca61a2c94d84986ff15ec0fedd3e1e35bcf4ffada20fbeead007033b33efc350632bb959d9bee9da36bac91ec304513f63032fb12e8f570416fc533ede1c4ef94197eb07c
CCTV-6,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226010
CCTV-6,https://smart.pendy.dpdns.org/Smart.php?id=cctv6
CCTV-6,http://58.17.48.228:808/hls/6/index.m3u8
CCTV-6,http://60.29.124.66:6080/hls/17/index.m3u8
CCTV-6,http://fn.tmde.top:35455/mgtv/624878396.m3u8
CCTV-6,http://183.11.239.36:808/hls/94/index.m3u8
CCTV-6,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8
CCTV-6,http://36.105.100.208:35455/gaoma/cctv6.m3u8
CCTV-7,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225733
CCTV-7,https://smart.pendy.dpdns.org/Smart.php?id=cctv7
CCTV-7,http://omnix.cn:4000/udp/225.1.8.7:8104
CCTV-7,http://60.29.124.66:6080/hls/18/index.m3u8
CCTV-7,http://183.11.239.36:808/hls/25/index.m3u8
CCTV-7,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV-8,https://www.freetv.top/migu/624878356.m3u8?migutoken=170b73b07e0cf0d307afea3545da5b9609d7c15461a2f4ac0f43634101df9baf391a446b91e5f84446b6a3b0934bb4730e2f3c4a32a565f904f22c8ff745a094d45dfd49c54f31b0b78156a080
CCTV-8,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226008
CCTV-8,https://smart.pendy.dpdns.org/Smart.php?id=cctv8hd
CCTV-8,http://58.17.48.228:808/hls/8/index.m3u8
CCTV-8,http://60.29.124.66:6080/hls/19/index.m3u8
CCTV-8,http://112.46.85.60:8009/hls/8/index.m3u8
CCTV-8,http://gmxw.7766.org:808/hls/96/index.m3u8
CCTV-8,http://120.76.248.139/live/bfgd/4200000066.m3u8
CCTV-9,https://www.freetv.top/migu/673168140.m3u8?migutoken=749c49cdc31bb395e0349adc81010adc8707f80e51e9d3491ad67bfa71388ad768f7b52c8064338a7ef45eb7ddb192fb4937b21681c82499a0c16653ad9a9bec98ff5ce6ab183e4029bbdf269e
CCTV-9,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225734
CCTV-9,https://smart.pendy.dpdns.org/Smart.php?id=cctv9hd
CCTV-9,http://39.164.160.249:9901/tsfile/live/0009_1.m3u8
CCTV-9,http://58.17.48.228:808/hls/9/index.m3u8
CCTV-9,http://60.29.124.66:6080/hls/20/index.m3u8
CCTV-9,http://58.57.40.22:9901/tsfile/live/1009_1.m3u8
CCTV-9,http://36.105.100.208:35455/gaoma/cctv9.m3u8
CCTV-10,https://smart.pendy.dpdns.org/Smart.php?id=cctv10hd
CCTV-10,http://39.164.160.249:9901/tsfile/live/0010_1.m3u8
CCTV-10,http://58.17.48.228:808/hls/10/index.m3u8
CCTV-10,http://60.29.124.66:6080/hls/21/index.m3u8
CCTV-10,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8
CCTV-10,http://36.105.100.208:35455/gaoma/cctv10.m3u8
CCTV-11,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226565
CCTV-11,https://smart.pendy.dpdns.org/Smart.php?id=cctv11
CCTV-11,http://39.164.160.249:9901/tsfile/live/0011_1.m3u8
CCTV-11,http://60.29.124.66:6080/hls/22/index.m3u8
CCTV-11,http://183.11.239.36:808/hls/29/index.m3u8
CCTV-11,http://58.57.40.22:9901/tsfile/live/1011_1.m3u8
CCTV-11,http://36.105.100.208:35455/gaoma/cctv11.m3u8
CCTV-12,https://www.freetv.top/migu/673168185.m3u8?migutoken=37acadb43b1d7932b0a1e8a4f2d01a06b42a10c31f3ccb417bae200ac3028f30a8110509f2cd6cd130aee4b21c85693aa49817f3381e4d28e140d8db1a20b6fecea22fec17a70ff1341efe6081
CCTV-12,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225731
CCTV-12,https://smart.pendy.dpdns.org/Smart.php?id=cctv12
CCTV-12,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8
CCTV-12,http://112.46.85.60:8009/hls/507/index.m3u8
CCTV-12,http://183.11.239.36:808/hls/30/index.m3u8
CCTV-12,http://36.105.100.208:35455/gaoma/cctv12.m3u8
CCTV-12,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV-13,https://www.freetv.top/migu/608807423.m3u8?migutoken=ac19a58805588401a8e818b6dd00df9b327912af3611ba95f89235e7020821668a2b6dc65ccc3904967da59d0a9742565c56ea582baf8915d068035054818ef0f369dab64705a6a7f7120529ec
CCTV-13,https://smart.pendy.dpdns.org/Smart.php?id=cctv13
CCTV-13,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8
CCTV-13,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8
CCTV-14,https://www.freetv.top/migu/624878440.m3u8?migutoken=239edad94ac0bbff14f123c7f8996ed7639110bd6cf64ec8ba8cf85842224956d452ec8b683385cb27f8a7685224a03e3aa4d914b8fe33249da9df699351b105c795452d03f2be0a1f1e39adb0
CCTV-14,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225732
CCTV-14,https://smart.pendy.dpdns.org/Smart.php?id=cctv14
CCTV-14,http://58.17.48.228:808/hls/14/index.m3u8
CCTV-14,http://116.9.204.242:9901/tsfile/live/0014_1.m3u8
CCTV-14,http://fn.tmde.top:35455/mgtv/624878440.m3u8
CCTV-14,http://182.150.23.74:808/hls/14/index.m3u8
CCTV-15,https://www.freetv.top/migu/673168223.m3u8?migutoken=4e8d5766579c6bef231494cabd07e5b49d965804790214280c9791e4c331fd90311cb62ea43d3a1899229bfa57be4afe5a567b32a6b78153fc9a9801e28a39435e078b48c211e71d6083519be4
CCTV-15,https://smart.pendy.dpdns.org/Smart.php?id=cctv15
CCTV-15,http://39.164.160.249:9901/tsfile/live/0015_1.m3u8
CCTV-15,http://60.29.124.66:6080/hls/26/index.m3u8
CCTV-15,http://gmxw.7766.org:808/hls/102/index.m3u8
CCTV-15,http://58.57.40.22:9901/tsfile/live/1015_1.m3u8
CCTV-15,http://36.105.100.208:35455/gaoma/cctv15.m3u8
CCTV-16,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226100
CCTV-16,http://58.17.48.228:808/hls/25/index.m3u8
CCTV-16,http://183.11.239.36:808/hls/169/index.m3u8
CCTV-16,http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV-16,http://36.105.100.208:35455/gaoma/cctv16.m3u8
CCTV-17,https://www.freetv.top/migu/673168256.m3u8?migutoken=e7dc493273bb331a8b7e0d3c475924ad4706b90f18fd4775c1c134103274e9ad9d59015289e02877b65420a149fcae4f793ded0177cc600ac79d9a95a234e4a8db198072e6973c4a14c05c9dc6
CCTV-17,https://www.freetv.top/migu/673168256.m3u8?migutoken=04374bdde2e4223798159ce189b302c8599b8bb84f8d8f3cbd0adbfc1b53ae5f4a89e00409ced1e0b5b37757ed87e5ce46cab61a18a42b67837b361003b0783f61b66a24877938993b4f7a2b50
CCTV-17,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225765
CCTV-17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8
CCTV-17,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8
CCTV-17,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8
CCTV-17,http://36.105.100.208:35455/gaoma/cctv17.m3u8
CCTV-17,http://120.76.248.139/live/bfgd/4200000204.m3u8

卫视频道,#genre#
广东卫视,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000520
广东卫视,http://satellitepull.cnr.cn/live/wxgdws/playlist.m3u8
广东卫视,http://120.238.94.10:9901/tsfile/live/1008_1.m3u8
广东卫视,http://124.116.183.146:9901/tsfile/live/0125_1.m3u8
广东卫视,http://39.164.160.249:9901/tsfile/live/0125_1.m3u8
广东卫视,http://183.11.239.36:808/hls/80/index.m3u8
广东卫视,http://58.57.40.22:9901/tsfile/live/1039_1.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
浙江卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010070
浙江卫视,http://l.cztvcloud.com/channels/lantian/SXpinghu3/720p.m3u8
浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8
浙江卫视,http://58.57.40.22:9901/tsfile/live/1029_1.m3u8
湖南卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010058
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
湖南卫视,http://124.116.183.146:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://58.17.48.228:808/hls/31/index.m3u8
湖南卫视,http://58.57.40.22:9901/tsfile/live/1028_1.m3u8
北京卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010143
北京卫视,https://smart.pendy.dpdns.org/Smart.php?id=beijing
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://124.116.183.146:9901/tsfile/live/0122_1.m3u8
北京卫视,http://39.164.160.249:9901/tsfile/live/0122_1.m3u8
北京卫视,http://120.76.248.139/live/bfgd/4200000083.m3u8
湖北卫视,https://www.freetv.top/migu/738906825.m3u8?migutoken=959fce041a0fecbe0bdf2b300a4d13c986661650b877856aabade568eaf9f549143a65c212325030ca99ac119635c6c4daa7c93ba8863508e6aeef100965a31ae4a8152b02337aea453f42988d
湖北卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010057
湖北卫视,https://smart.pendy.dpdns.org/Smart.php?id=hubei
湖北卫视,http://101.66.195.165:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://101.66.195.59:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://124.116.183.146:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://111.61.236.247:9081/hls/39/index.m3u8
黑龙江卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010056
黑龙江卫视,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
黑龙江卫视,http://124.116.183.146:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://39.164.160.249:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://58.57.40.22:9901/tsfile/live/1040_1.m3u8
安徽卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226391
安徽卫视,http://182.150.23.74:808/hls/25/index.m3u8
安徽卫视,http://61.136.172.236:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://58.57.40.22:9901/tsfile/live/1033_1.m3u8
安徽卫视,http://120.76.248.139/live/bfgd/4200000096.m3u8
重庆卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010053
重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8
重庆卫视,http://nas.hssvm.com:8888/udp/225.1.1.155:5002
重庆卫视,http://120.76.248.139/live/bfgd/4200000107.m3u8
东方卫视,https://www.freetv.top/migu/651632648.m3u8?migutoken=67b4219a3e6acdcf288118ed6bf84d3197052966f0bc854079b6038b3fca6437744ca78bb0ea1fad6f61b4c73d0df57bd8b539ec247fd28ce16d1375716bbf774ea19c99e4585bb828fa3851c0
东方卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010054
东方卫视,http://58.221.214.82:9901/tsfile/live/0107_1.m3u8
东方卫视,http://58.19.43.46:9901/tsfile/live/1035_1.m3u8
东方卫视,http://112.46.85.60:8009/hls/31/index.m3u8
东方卫视,http://120.76.248.139/live/bfgd/4200000093.m3u8
东南卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010096
东南卫视,https://smart.pendy.dpdns.org/Smart.php?id=fujian
东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
东南卫视,http://36.32.174.67:60080/newlive/live/hls/33/live.m3u8
东南卫视,http://113.57.111.4:1111/tsfile/live/1027_1.m3u8
东南卫视,http://58.57.40.22:9901/tsfile/live/1037_1.m3u8
甘肃卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010098
甘肃卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
甘肃卫视,http://112.123.243.37:50085/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://nas.hssvm.com:8888/udp/225.1.1.30:5002
甘肃卫视,http://120.238.94.10:9901/tsfile/live/1079_1.m3u8
甘肃卫视,http://61.138.128.226:19901/tsfile/live/0141_1.m3u8
甘肃卫视,http://58.57.40.22:9901/tsfile/live/1056_1.m3u8
广西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226549
广西卫视,https://smart.pendy.dpdns.org/Smart.php?id=guangxi
广西卫视,https://hlscdn.liangtv.cn/live/de0f97348eb84f62aa6b7d8cf0430770/dd505d87880c478f901f38560ca4d4e6.m3u8
广西卫视,https://hlscdn.liangtv.cn/live/0c4ef3a44b934cacb8b47121dfada66c/d7e04258157b480dae53883cc6f8123b.m3u8
广西卫视,http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8
广西卫视,http://111.61.236.247:9081/hls/44/index.m3u8
广西卫视,http://111.14.181.15:9901/tsfile/live/0113_1.m3u8
贵州卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226474
贵州卫视,http://223.241.247.214:9901/tsfile/live/0120_1.m3u8
贵州卫视,http://111.61.236.247:9081/hls/37/index.m3u8
贵州卫视,http://58.19.43.46:9901/tsfile/live/1011_1.m3u8
贵州卫视,http://cssbyd.imwork.net:8082/hls/39/index.m3u8
贵州卫视,http://58.57.40.22:9901/tsfile/live/1042_1.m3u8
海南卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010083
海南卫视,http://fxgm.fxjf.work:19901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://218.89.240.144:59901/tsfile/live/1000_1.m3u8
河北卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010101
河北卫视,https://jwplay.hebyun.com.cn/live/hbwstv/1500k/tzwj_video.m3u8
河北卫视,http://36.32.174.67:60080/newlive/live/hls/36/live.m3u8
河北卫视,http://61.156.228.12:8154/tsfile/live/0117_1.m3u8
河北卫视,http://1.24.190.98:10080/hls/78/index.m3u8
河南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226480
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8
河南卫视,http://120.238.94.10:9901/tsfile/live/1068_1.m3u8
河南卫视,http://cssbyd.imwork.net:8082/hls/37/index.m3u8
河南卫视,http://58.57.40.22:9901/tsfile/live/1048_1.m3u8
吉林卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010075
吉林卫视,http://satellitepull.cnr.cn/live/wxjlws/playlist.m3u8
吉林卫视,http://223.241.247.214:9901/tsfile/live/0116_1.m3u8
吉林卫视,http://111.61.236.247:9081/hls/45/index.m3u8
吉林卫视,http://123.130.84.106:8154/tsfile/live/0116_1.m3u8
吉林卫视,http://cssbyd.imwork.net:8082/hls/41/index.m3u8
江苏卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010059
江苏卫视,http://112.46.85.60:8009/hls/33/index.m3u8
江苏卫视,http://183.11.239.36:808/hls/38/index.m3u8
江苏卫视,http://58.57.40.22:9901/tsfile/live/1031_1.m3u8
江苏卫视,http://120.76.248.139/live/bfgd/4200000085.m3u8
江西卫视,https://www.freetv.top/migu/783847495.m3u8?migutoken=fddcc05dc0245329d3208607a5b1f5a1980bc31a7ced510e345af6cc68f5b86d2d9178b45706a0b6a0ceddc82ce06e53375cfedbc96fd0b00c12195c7d77b6f23811a67970bcfeb47629aa5aa6
江西卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010060
江西卫视,http://183.215.134.239:19901/tsfile/live/0138_1.m3u8
江西卫视,http://222.169.85.8:9901/tsfile/live/0138_1.m3u8
江西卫视,http://223.241.247.214:9901/tsfile/live/0138_1.m3u8
江西卫视,http://39.164.160.249:9901/tsfile/live/0138_1.m3u8
江西卫视,http://58.57.40.22:9901/tsfile/live/1043_1.m3u8
辽宁卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226546
辽宁卫视,http://39.164.160.249:9901/tsfile/live/0121_1.m3u8
辽宁卫视,http://58.19.43.46:9901/tsfile/live/1041_1.m3u8
辽宁卫视,http://183.11.239.36:808/hls/47/index.m3u8
